TIME,DEPTH
14.5902,16.7106
14.6002,16.7106
14.6102,16.7106
14.6202,16.7106
14.6302,16.7106
14.6402,16.7106
14.6502,16.7106
14.6602,16.7106
14.6702,16.7106
14.6802,16.7106
14.6902,16.6737
14.7002,16.6737
14.7102,16.6737
14.7202,16.6737
14.7302,16.6737
14.7402,16.6737
14.7502,16.6737
14.7602,16.6737
14.7702,16.6737
14.7802,16.6737
14.7902,16.6371
14.8002,16.6371
14.8102,16.6371
14.8202,16.6371
14.8302,16.6371
14.8402,16.6371
14.8502,16.6371
14.8602,16.6371
14.8702,16.6371
14.8802,16.6371
14.8902,16.6008
14.9002,16.6008
14.9102,16.6008
14.9202,16.6008
14.9302,16.6008
14.9402,16.6008
14.9502,16.6008
14.9602,16.6008
14.9702,16.6008
14.9802,16.6008
14.9902,16.5649
15.0002,16.5649
15.0102,16.5649
15.0202,16.5649
15.0302,16.5649
15.0402,16.5649
15.0502,16.5649
15.0602,16.5649
15.0702,16.5649
15.0802,16.5649
15.0903,16.5293
15.1003,16.5293
15.1103,16.5293
15.1203,16.5293
15.1303,16.5293
15.1403,16.5293
15.1503,16.5293
15.1603,16.5293
15.1703,16.5293
15.1803,16.5293
15.1903,16.494
15.2003,16.494
15.2103,16.494
15.2203,16.494
15.2303,16.494
15.2403,16.494
15.2503,16.494
15.2603,16.494
15.2703,16.494
15.2803,16.494
15.2903,16.4591
15.3003,16.4591
15.3103,16.4591
15.3203,16.4591
15.3303,16.4591
15.3403,16.4591
15.3503,16.4591
15.3603,16.4591
15.3703,16.4591
15.3803,16.4591
15.3903,16.4246
15.4003,16.4246
15.4103,16.4246
15.4203,16.4246
15.4303,16.4246
15.4403,16.4246
15.4503,16.4246
15.4603,16.4246
15.4703,16.4246
15.4803,16.4246
15.4903,16.3904
15.5003,16.3904
15.5103,16.3904
15.5203,16.3904
15.5303,16.3904
15.5403,16.3904
15.5503,16.3904
15.5603,16.3904
15.5703,16.3904
15.5803,16.3904
15.5903,16.3566
15.6003,16.3566
15.6103,16.3566
15.6203,16.3566
15.6303,16.3566
15.6403,16.3566
15.6503,16.3566
15.6603,16.3566
15.6703,16.3566
15.6803,16.3566
15.6903,16.3232
15.7003,16.3232
15.7103,16.3232
15.7203,16.3232
15.7303,16.3232
15.7403,16.3232
15.7503,16.3232
15.7603,16.3232
15.7703,16.3232
15.7803,16.3232
15.7903,16.2901
15.8003,16.2901
15.8103,16.2901
15.8203,16.2901
15.8303,16.2901
15.8403,16.2901
15.8503,16.2901
15.8603,16.2901
15.8703,16.2901
15.8803,16.2901
15.8903,16.2575
15.9003,16.2575
15.9103,16.2575
15.9203,16.2575
15.9303,16.2575
15.9403,16.2575
15.9503,16.2575
15.9603,16.2575
15.9703,16.2575
15.9803,16.2575
15.9903,16.2575
16.0003,16.2252
16.0103,16.2252
16.0203,16.2252
16.0303,16.2252
16.0403,16.2252
16.0503,16.2252
16.0603,16.2252
16.0703,16.2252
16.0803,16.2252
16.0903,16.1933
16.1003,16.1933
16.1103,16.1933
16.1203,16.1933
16.1303,16.1933
16.1403,16.1933
16.1503,16.1933
16.1603,16.1933
16.1703,16.1933
16.1803,16.1933
16.1903,16.1619
16.2003,16.1619
16.2103,16.1619
16.2203,16.1619
16.2303,16.1619
16.2403,16.1619
16.2503,16.1619
16.2603,16.1619
16.2703,16.1619
16.2803,16.1619
16.2903,16.1309
16.3003,16.1309
16.3103,16.1309
16.3203,16.1309
16.3303,16.1309
16.3403,16.1309
16.3503,16.1309
16.3603,16.1309
16.3703,16.1309
16.3803,16.1309
16.3903,16.1002
16.4003,16.1002
16.4103,16.1002
16.4203,16.1002
16.4303,16.1002
16.4403,16.1002
16.4503,16.1002
16.4603,16.1002
16.4703,16.1002
16.4803,16.1002
16.4903,16.07
16.5003,16.07
16.5103,16.07
16.5203,16.07
16.5303,16.07
16.5403,16.07
16.5503,16.07
16.5603,16.07
16.5703,16.07
16.5803,16.07
16.5903,16.0403
16.6003,16.0403
16.6103,16.0403
16.6203,16.0403
16.6303,16.0403
16.6403,16.0403
16.6503,16.0403
16.6603,16.0403
16.6703,16.0403
16.6803,16.0403
16.6903,16.0109
16.7003,16.0109
16.7103,16.0109
16.7203,16.0109
16.7303,16.0109
16.7403,16.0109
16.7503,16.0109
16.7603,16.0109
16.7703,16.0109
16.7803,16.0109
16.7903,15.982
16.8003,15.982
16.8103,15.982
16.8203,15.982
16.8303,15.982
16.8403,15.982
16.8503,15.982
16.8603,15.982
16.8703,15.982
16.8803,15.982
16.8903,15.9535
16.9003,15.9535
16.9103,15.9535
16.9203,15.9535
16.9303,15.9535
16.9403,15.9535
16.9503,15.9535
16.9603,15.9535
16.9703,15.9535
16.9803,15.9535
16.9903,15.9255
17.0003,15.9255
17.0103,15.9255
17.0203,15.9255
17.0303,15.9255
17.0403,15.9255
17.0503,15.9255
17.0603,15.9255
17.0703,15.9255
17.0803,15.9255
17.0903,15.8979
17.1003,15.8979
17.1103,15.8979
17.1203,15.8979
17.1303,15.8979
17.1403,15.8979
17.1503,15.8979
17.1603,15.8979
17.1703,15.8979
17.1803,15.8979
17.1903,15.8707
17.2003,15.8707
17.2103,15.8707
17.2203,15.8707
17.2303,15.8707
17.2403,15.8707
17.2503,15.8707
17.2603,15.8707
17.2703,15.8707
17.2803,15.8707
17.2903,15.844
17.3003,15.844
17.3103,15.844
17.3203,15.844
17.3303,15.844
17.3403,15.844
17.3503,15.844
17.3603,15.844
17.3703,15.844
17.3803,15.844
17.3903,15.8178
17.4003,15.8178
17.4103,15.8178
17.4203,15.8178
17.4303,15.8178
17.4403,15.8178
17.4503,15.8178
17.4603,15.8178
17.4703,15.8178
17.4803,15.8178
17.4903,15.7919
17.5003,15.7919
17.5103,15.7919
17.5203,15.7919
17.5303,15.7919
17.5403,15.7919
17.5503,15.7919
17.5603,15.7919
17.5703,15.7919
17.5803,15.7919
17.5903,15.7666
17.6003,15.7666
17.6103,15.7666
17.6203,15.7666
17.6303,15.7666
17.6403,15.7666
17.6503,15.7666
17.6603,15.7666
17.6703,15.7666
17.6803,15.7666
17.6903,15.7417
17.7003,15.7417
17.7103,15.7417
17.7203,15.7417
17.7303,15.7417
17.7403,15.7417
17.7503,15.7417
17.7603,15.7417
17.7703,15.7417
17.7803,15.7417
17.7903,15.7172
17.8003,15.7172
17.8103,15.7172
17.8203,15.7172
17.8303,15.7172
17.8403,15.7172
17.8503,15.7172
17.8603,15.7172
17.8703,15.7172
17.8803,15.7172
17.8903,15.6933
17.9003,15.6933
17.9103,15.6933
17.9203,15.6933
17.9303,15.6933
17.9403,15.6933
17.9503,15.6933
17.9603,15.6933
17.9703,15.6933
17.9803,15.6933
17.9903,15.6697
18.0003,15.6697
18.0103,15.6697
18.0203,15.6697
18.0303,15.6697
18.0403,15.6697
18.0503,15.6697
18.0603,15.6697
18.0703,15.6697
18.0803,15.6697
18.0903,15.6466
18.1003,15.6466
18.1103,15.6466
18.1203,15.6466
18.1303,15.6466
18.1403,15.6466
18.1503,15.6466
18.1603,15.6466
18.1703,15.6466
18.1803,15.6466
18.1903,15.624
18.2003,15.624
18.2103,15.624
18.2203,15.624
18.2303,15.624
18.2403,15.624
18.2503,15.624
18.2603,15.624
18.2703,15.624
18.2803,15.624
18.2903,15.6018
18.3003,15.6018
18.3103,15.6018
18.3203,15.6018
18.3303,15.6018
18.3403,15.6018
18.3503,15.6018
18.3603,15.6018
18.3703,15.6018
18.3803,15.6018
18.3903,15.5801
18.4003,15.5801
18.4103,15.5801
18.4203,15.5801
18.4303,15.5801
18.4403,15.5801
18.4503,15.5801
18.4603,15.5801
18.4703,15.5801
18.4803,15.5801
18.4903,15.5589
18.5003,15.5589
18.5103,15.5589
18.5203,15.5589
18.5303,15.5589
18.5403,15.5589
18.5503,15.5589
18.5603,15.5589
18.5703,15.5589
18.5803,15.5589
18.5903,15.5589
18.6003,15.5381
18.6103,15.5381
18.6203,15.5381
18.6303,15.5381
18.6403,15.5381
18.6503,15.5381
18.6603,15.5381
18.6703,15.5381
18.6803,15.5381
18.6903,15.5381
18.7003,15.5177
18.7103,15.5177
18.7203,15.5177
18.7303,15.5177
18.7403,15.5177
18.7503,15.5177
18.7603,15.5177
18.7703,15.5177
18.7803,15.5177
18.7903,15.4978
18.8003,15.4978
18.8103,15.4978
18.8203,15.4978
18.8303,15.4978
18.8403,15.4978
18.8503,15.4978
18.8603,15.4978
18.8703,15.4978
18.8803,15.4978
18.8903,15.4783
18.9003,15.4783
18.9103,15.4783
18.9203,15.4783
18.9303,15.4783
18.9403,15.4783
18.9503,15.4783
18.9603,15.4783
18.9703,15.4783
18.9803,15.4783
18.9903,15.4593
19.0003,15.4593
19.0103,15.4593
19.0203,15.4593
19.0303,15.4593
19.0403,15.4593
19.0503,15.4593
19.0603,15.4593
19.0703,15.4593
19.0803,15.4593
19.0903,15.4407
19.1003,15.4407
19.1103,15.4407
19.1203,15.4407
19.1303,15.4407
19.1403,15.4407
19.1503,15.4407
19.1603,15.4407
19.1703,15.4407
19.1803,15.4407
19.1903,15.4407
19.2003,15.4226
19.2103,15.4226
19.2203,15.4226
19.2303,15.4226
19.2403,15.4226
19.2503,15.4226
19.2603,15.4226
19.2703,15.4226
19.2803,15.4226
19.2903,15.4226
19.3003,15.4049
19.3103,15.4049
19.3203,15.4049
19.3303,15.4049
19.3403,15.4049
19.3503,15.4049
19.3603,15.4049
19.3703,15.4049
19.3803,15.4049
19.3903,15.3877
19.4003,15.3877
19.4103,15.3877
19.4203,15.3877
19.4303,15.3877
19.4403,15.3877
19.4503,15.3877
19.4604,15.3877
19.4704,15.3877
19.4804,15.3877
19.4904,15.3708
19.5004,15.3708
19.5104,15.3708
19.5204,15.3708
19.5304,15.3708
19.5404,15.3708
19.5504,15.3708
19.5604,15.3708
19.5704,15.3708
19.5804,15.3708
19.5904,15.3544
19.6004,15.3544
19.6104,15.3544
19.6204,15.3544
19.6304,15.3544
19.6404,15.3544
19.6504,15.3544
19.6604,15.3544
19.6704,15.3544
19.6804,15.3544
19.6904,15.3384
19.7004,15.3384
19.7104,15.3384
19.7204,15.3384
19.7304,15.3384
19.7404,15.3384
19.7504,15.3384
19.7604,15.3384
19.7704,15.3384
19.7804,15.3384
19.7904,15.3229
19.8004,15.3229
19.8104,15.3229
19.8204,15.3229
19.8304,15.3229
19.8404,15.3229
19.8504,15.3229
19.8604,15.3229
19.8704,15.3229
19.8804,15.3229
19.8904,15.3077
19.9004,15.3077
19.9104,15.3077
19.9204,15.3077
19.9304,15.3077
19.9404,15.3077
19.9504,15.3077
19.9604,15.3077
19.9704,15.3077
19.9804,15.3077
19.9904,15.293
20.0004,15.293
20.0104,15.293
20.0204,15.293
20.0304,15.293
20.0404,15.293
20.0504,15.293
20.0604,15.293
20.0704,15.293
20.0804,15.293
20.0904,15.2787
20.1004,15.2787
20.1104,15.2787
20.1204,15.2787
20.1304,15.2787
20.1404,15.2787
20.1504,15.2787
20.1604,15.2787
20.1704,15.2787
20.1804,15.2787
20.1904,15.2648
20.2004,15.2648
20.2104,15.2648
20.2204,15.2648
20.2304,15.2648
20.2404,15.2648
20.2504,15.2648
20.2604,15.2648
20.2704,15.2648
20.2804,15.2648
20.2904,15.2648
20.3004,15.2513
20.3104,15.2513
20.3204,15.2513
20.3304,15.2513
20.3404,15.2513
20.3504,15.2513
20.3604,15.2513
20.3704,15.2513
20.3804,15.2513
20.3904,15.2382
20.4004,15.2382
20.4104,15.2382
20.4204,15.2382
20.4304,15.2382
20.4404,15.2382
20.4504,15.2382
20.4604,15.2382
20.4704,15.2382
20.4804,15.2382
20.4904,15.2254
20.5004,15.2254
20.5104,15.2254
20.5204,15.2254
20.5304,15.2254
20.5404,15.2254
20.5504,15.2254
20.5604,15.2254
20.5704,15.2254
20.5804,15.2254
20.5904,15.2131
20.6004,15.2131
20.6104,15.2131
20.6204,15.2131
20.6304,15.2131
20.6404,15.2131
20.6504,15.2131
20.6604,15.2131
20.6704,15.2131
20.6804,15.2131
20.6904,15.2011
20.7004,15.2011
20.7104,15.2011
20.7204,15.2011
20.7304,15.2011
20.7404,15.2011
20.7504,15.2011
20.7604,15.2011
20.7704,15.2011
20.7804,15.2011
20.7904,15.1895
20.8004,15.1895
20.8104,15.1895
20.8204,15.1895
20.8304,15.1895
20.8404,15.1895
20.8504,15.1895
20.8604,15.1895
20.8704,15.1895
20.8804,15.1895
20.8904,15.1783
20.9004,15.1783
20.9104,15.1783
20.9204,15.1783
20.9304,15.1783
20.9404,15.1783
20.9504,15.1783
20.9604,15.1783
20.9704,15.1783
20.9804,15.1783
20.9904,15.1674
21.0004,15.1674
21.0104,15.1674
21.0204,15.1674
21.0304,15.1674
21.0404,15.1674
21.0504,15.1674
21.0604,15.1674
21.0704,15.1674
21.0804,15.1674
21.0904,15.1674
21.1004,15.1569
21.1104,15.1569
21.1204,15.1569
21.1304,15.1569
21.1404,15.1569
21.1504,15.1569
21.1604,15.1569
21.1704,15.1569
21.1804,15.1569
21.1904,15.1468
21.2004,15.1468
21.2104,15.1468
21.2204,15.1468
21.2304,15.1468
21.2404,15.1468
21.2504,15.1468
21.2604,15.1468
21.2704,15.1468
21.2804,15.1468
21.2904,15.137
21.3004,15.137
21.3104,15.137
21.3204,15.137
21.3304,15.137
21.3404,15.137
21.3504,15.137
21.3604,15.137
21.3704,15.137
21.3804,15.137
21.3904,15.1275
21.4004,15.1275
21.4104,15.1275
21.4204,15.1275
21.4304,15.1275
21.4404,15.1275
21.4504,15.1275
21.4604,15.1275
21.4704,15.1275
21.4804,15.1275
21.4904,15.1184
21.5004,15.1184
21.5104,15.1184
21.5204,15.1184
21.5304,15.1184
21.5404,15.1184
21.5504,15.1184
21.5604,15.1184
21.5704,15.1184
21.5804,15.1184
21.5904,15.1096
21.6004,15.1096
21.6104,15.1096
21.6204,15.1096
21.6304,15.1096
21.6404,15.1096
21.6504,15.1096
21.6604,15.1096
21.6704,15.1096
21.6804,15.1096
21.6904,15.1011
21.7004,15.1011
21.7104,15.1011
21.7204,15.1011
21.7304,15.1011
21.7404,15.1011
21.7504,15.1011
21.7604,15.1011
21.7704,15.1011
21.7804,15.1011
21.7904,15.093
21.8004,15.093
21.8104,15.093
21.8204,15.093
21.8304,15.093
21.8404,15.093
21.8504,15.093
21.8604,15.093
21.8704,15.093
21.8804,15.093
21.8904,15.0851
21.9004,15.0851
21.9104,15.0851
21.9204,15.0851
21.9304,15.0851
21.9404,15.0851
21.9504,15.0851
21.9604,15.0851
21.9704,15.0851
21.9804,15.0851
21.9904,15.0776
22.0004,15.0776
22.0104,15.0776
22.0204,15.0776
22.0304,15.0776
22.0404,15.0776
22.0504,15.0776
22.0604,15.0776
22.0704,15.0776
22.0804,15.0776
22.0904,15.0703
22.1004,15.0703
22.1104,15.0703
22.1204,15.0703
22.1304,15.0703
22.1404,15.0703
22.1504,15.0703
22.1604,15.0703
22.1704,15.0703
22.1804,15.0703
22.1904,15.0634
22.2004,15.0634
22.2104,15.0634
22.2204,15.0634
22.2304,15.0634
22.2404,15.0634
22.2504,15.0634
22.2604,15.0634
22.2704,15.0634
22.2804,15.0634
22.2904,15.0567
22.3004,15.0567
22.3104,15.0567
22.3204,15.0567
22.3304,15.0567
22.3404,15.0567
22.3504,15.0567
22.3604,15.0567
22.3704,15.0567
22.3804,15.0567
22.3904,15.0567
22.4004,15.0503
22.4104,15.0503
22.4204,15.0503
22.4304,15.0503
22.4404,15.0503
22.4504,15.0503
22.4604,15.0503
22.4704,15.0503
22.4804,15.0503
22.4904,15.0442
22.5004,15.0442
22.5104,15.0442
22.5204,15.0442
22.5304,15.0442
22.5404,15.0442
22.5504,15.0442
22.5604,15.0442
22.5704,15.0442
22.5804,15.0442
22.5904,15.0384
22.6004,15.0384
22.6104,15.0384
22.6204,15.0384
22.6304,15.0384
22.6404,15.0384
22.6504,15.0384
22.6604,15.0384
22.6704,15.0384
22.6804,15.0384
22.6904,15.0328
22.7004,15.0328
22.7104,15.0328
22.7204,15.0328
22.7304,15.0328
22.7404,15.0328
22.7504,15.0328
22.7604,15.0328
22.7704,15.0328
22.7804,15.0328
22.7904,15.0275
22.8004,15.0275
22.8104,15.0275
22.8204,15.0275
22.8304,15.0275
22.8404,15.0275
22.8504,15.0275
22.8604,15.0275
22.8704,15.0275
22.8804,15.0275
22.8904,15.0224
22.9004,15.0224
22.9104,15.0224
22.9204,15.0224
22.9304,15.0224
22.9404,15.0224
22.9504,15.0224
22.9604,15.0224
22.9704,15.0224
22.9804,15.0224
22.9904,15.0224
23.0004,15.0176
23.0104,15.0176
23.0204,15.0176
23.0304,15.0176
23.0404,15.0176
23.0504,15.0176
23.0604,15.0176
23.0704,15.0176
23.0804,15.0176
23.0904,15.013
23.1004,15.013
23.1104,15.013
23.1204,15.013
23.1304,15.013
23.1404,15.013
23.1504,15.013
23.1604,15.013
23.1704,15.013
23.1804,15.013
23.1904,15.0087
23.2004,15.0087
23.2104,15.0087
23.2204,15.0087
23.2304,15.0087
23.2404,15.0087
23.2504,15.0087
23.2604,15.0087
23.2704,15.0087
23.2804,15.0087
23.2904,15.0045
23.3004,15.0045
23.3104,15.0045
23.3204,15.0045
23.3304,15.0045
23.3404,15.0045
23.3504,15.0045
23.3604,15.0045
23.3704,15.0045
23.3804,15.0045
23.3904,15.0006
23.4004,15.0006
23.4104,15.0006
23.4204,15.0006
23.4304,15.0006
23.4404,15.0006
23.4504,15.0006
23.4604,15.0006
23.4704,15.0006
23.4804,15.0006
23.4904,14.9969
23.5004,14.9969
23.5104,14.9969
23.5204,14.9969
23.5304,14.9969
23.5404,14.9969
23.5504,14.9969
23.5604,14.9969
23.5704,14.9969
23.5804,14.9969
23.5904,14.9934
23.6004,14.9934
23.6104,14.9934
23.6204,14.9934
23.6304,14.9934
23.6404,14.9934
23.6504,14.9934
23.6604,14.9934
23.6704,14.9934
23.6804,14.9934
23.6904,14.9901
23.7004,14.9901
23.7104,14.9901
23.7204,14.9901
23.7304,14.9901
23.7404,14.9901
23.7504,14.9901
23.7604,14.9901
23.7704,14.9901
23.7804,14.9901
23.7904,14.987
23.8004,14.987
23.8104,14.987
23.8204,14.987
23.8305,14.987
23.8405,14.987
23.8505,14.987
23.8605,14.987
23.8705,14.987
23.8805,14.987
23.8905,14.9841
23.9005,14.9841
23.9105,14.9841
23.9205,14.9841
23.9305,14.9841
23.9405,14.9841
23.9505,14.9841
23.9605,14.9841
23.9705,14.9841
23.9805,14.9841
23.9905,14.9814
24.0005,14.9814
24.0105,14.9814
24.0205,14.9814
24.0305,14.9814
24.0405,14.9814
24.0505,14.9814
24.0605,14.9814
24.0705,14.9814
24.0805,14.9814
24.0905,14.9788
24.1005,14.9788
24.1105,14.9788
24.1205,14.9788
24.1305,14.9788
24.1405,14.9788
24.1505,14.9788
24.1605,14.9788
24.1705,14.9788
24.1805,14.9788
24.1905,14.9765
24.2005,14.9765
24.2105,14.9765
24.2205,14.9765
24.2305,14.9765
24.2405,14.9765
24.2505,14.9765
24.2605,14.9765
24.2705,14.9765
24.2805,14.9765
24.2905,14.9743
24.3005,14.9743
24.3105,14.9743
24.3205,14.9743
24.3305,14.9743
24.3405,14.9743
24.3505,14.9743
24.3605,14.9743
24.3705,14.9743
24.3805,14.9743
24.3905,14.9743
24.4005,14.9722
24.4105,14.9722
24.4205,14.9722
24.4305,14.9722
24.4405,14.9722
24.4505,14.9722
24.4605,14.9722
24.4705,14.9722
24.4805,14.9722
24.4905,14.9703
24.5005,14.9703
24.5105,14.9703
24.5205,14.9703
24.5305,14.9703
24.5405,14.9703
24.5505,14.9703
24.5605,14.9703
24.5705,14.9703
24.5805,14.9703
24.5905,14.9686
24.6005,14.9686
24.6105,14.9686
24.6205,14.9686
24.6305,14.9686
24.6405,14.9686
24.6505,14.9686
24.6605,14.9686
24.6705,14.9686
24.6805,14.9686
24.6905,14.967
24.7005,14.967
24.7105,14.967
24.7205,14.967
24.7305,14.967
24.7405,14.967
24.7505,14.967
24.7605,14.967
24.7705,14.967
24.7805,14.967
24.7905,14.9656
24.8005,14.9656
24.8105,14.9656
24.8205,14.9656
24.8305,14.9656
24.8405,14.9656
24.8505,14.9656
24.8605,14.9656
24.8705,14.9656
24.8805,14.9656
24.8905,14.9642
24.9005,14.9642
24.9105,14.9642
24.9205,14.9642
24.9305,14.9642
24.9405,14.9642
24.9505,14.9642
24.9605,14.9642
24.9705,14.9642
24.9805,14.9642
24.9905,14.9631
25.0005,14.9631
25.0105,14.9631
25.0205,14.9631
25.0305,14.9631
25.0405,14.9631
25.0505,14.9631
25.0605,14.9631
25.0705,14.9631
25.0805,14.9631
25.0905,14.962
25.1005,14.962
25.1105,14.962
25.1205,14.962
25.1305,14.962
25.1405,14.962
25.1505,14.962
25.1605,14.962
25.1705,14.962
25.1805,14.962
25.1905,14.9611
25.2005,14.9611
25.2105,14.9611
25.2205,14.9611
25.2305,14.9611
25.2405,14.9611
25.2505,14.9611
25.2605,14.9611
25.2705,14.9611
25.2805,14.9611
25.2905,14.9603
25.3005,14.9603
25.3105,14.9603
25.3205,14.9603
25.3305,14.9603
25.3405,14.9603
25.3505,14.9603
25.3605,14.9603
25.3705,14.9603
25.3805,14.9603
25.3905,14.9595
25.4005,14.9595
25.4105,14.9595
25.4205,14.9595
25.4305,14.9595
25.4405,14.9595
25.4505,14.9595
25.4605,14.9595
25.4705,14.9595
25.4805,14.9595
25.4905,14.959
25.5005,14.959
25.5105,14.959
25.5205,14.959
25.5305,14.959
25.5405,14.959
25.5505,14.959
25.5605,14.959
25.5705,14.959
25.5805,14.959
25.5905,14.9585
25.6005,14.9585
25.6105,14.9585
25.6205,14.9585
25.6305,14.9585
25.6405,14.9585
25.6505,14.9585
25.6605,14.9585
25.6705,14.9585
25.6805,14.9585
25.6905,14.9581
25.7005,14.9581
25.7105,14.9581
25.7205,14.9581
25.7305,14.9581
25.7405,14.9581
25.7505,14.9581
25.7605,14.9581
25.7705,14.9581
25.7805,14.9581
25.7905,14.9578
25.8005,14.9578
25.8105,14.9578
25.8205,14.9578
25.8305,14.9578
25.8405,14.9578
25.8505,14.9578
25.8605,14.9578
25.8705,14.9578
25.8805,14.9578
25.8905,14.9575
25.9005,14.9575
25.9105,14.9575
25.9205,14.9575
25.9305,14.9575
25.9405,14.9575
25.9505,14.9575
25.9605,14.9575
25.9705,14.9575
25.9805,14.9575
25.9905,14.9574
26.0005,14.9574
26.0105,14.9574
26.0205,14.9574
26.0305,14.9574
26.0405,14.9574
26.0505,14.9574
26.0605,14.9574
26.0705,14.9574
26.0805,14.9574
26.0905,14.9574
26.1005,14.9574
26.1105,14.9574
26.1205,14.9574
26.1305,14.9574
26.1405,14.9574
26.1505,14.9574
26.1605,14.9574
26.1705,14.9574
26.1805,14.9574
26.1905,14.9574
26.2005,14.9574
26.2105,14.9574
26.2205,14.9574
26.2305,14.9574
26.2405,14.9574
26.2505,14.9574
26.2605,14.9574
26.2705,14.9574
26.2805,14.9574
26.2905,14.9575
26.3005,14.9575
26.3105,14.9575
26.3205,14.9575
26.3305,14.9575
26.3405,14.9575
26.3505,14.9575
26.3605,14.9575
26.3705,14.9575
26.3805,14.9575
26.3905,14.9577
26.4005,14.9577
26.4105,14.9577
26.4205,14.9577
26.4305,14.9577
26.4405,14.9577
26.4505,14.9577
26.4605,14.9577
26.4705,14.9577
26.4805,14.9577
26.4905,14.958
26.5005,14.958
26.5105,14.958
26.5205,14.958
26.5305,14.958
26.5405,14.958
26.5505,14.958
26.5605,14.958
26.5705,14.958
26.5805,14.958
26.5905,14.9583
26.6005,14.9583
26.6105,14.9583
26.6205,14.9583
26.6305,14.9583
26.6405,14.9583
26.6505,14.9583
26.6605,14.9583
26.6705,14.9583
26.6805,14.9583
26.6905,14.9586
26.7005,14.9586
26.7105,14.9586
26.7205,14.9586
26.7305,14.9586
26.7405,14.9586
26.7505,14.9586
26.7605,14.9586
26.7705,14.9586
26.7805,14.9586
26.7905,14.9591
26.8005,14.9591
26.8105,14.9591
26.8205,14.9591
26.8305,14.9591
26.8405,14.9591
26.8505,14.9591
26.8605,14.9591
26.8705,14.9591
26.8805,14.9591
26.8905,14.9596
26.9005,14.9596
26.9105,14.9596
26.9205,14.9596
26.9305,14.9596
26.9405,14.9596
26.9505,14.9596
26.9605,14.9596
26.9705,14.9596
26.9805,14.9596
26.9905,14.9601
27.0005,14.9601
27.0105,14.9601
27.0205,14.9601
27.0305,14.9601
27.0405,14.9601
27.0505,14.9601
27.0605,14.9601
27.0705,14.9601
27.0805,14.9601
27.0905,14.9607
27.1005,14.9607
27.1105,14.9607
27.1205,14.9607
27.1305,14.9607
27.1405,14.9607
27.1505,14.9607
27.1605,14.9607
27.1705,14.9607
27.1805,14.9607
27.1905,14.9613
27.2005,14.9613
27.2105,14.9613
27.2205,14.9613
27.2305,14.9613
27.2405,14.9613
27.2505,14.9613
27.2605,14.9613
27.2705,14.9613
27.2805,14.9613
27.2905,14.962
27.3005,14.962
27.3105,14.962
27.3205,14.962
27.3305,14.962
27.3405,14.962
27.3505,14.962
27.3605,14.962
27.3705,14.962
27.3805,14.962
27.3905,14.962
27.4005,14.9627
27.4105,14.9627
27.4205,14.9627
27.4305,14.9627
27.4405,14.9627
27.4505,14.9627
27.4605,14.9627
27.4705,14.9627
27.4805,14.9627
27.4905,14.9634
27.5005,14.9634
27.5105,14.9634
27.5205,14.9634
27.5305,14.9634
27.5405,14.9634
27.5505,14.9634
27.5605,14.9634
27.5705,14.9634
27.5805,14.9634
27.5905,14.9642
27.6005,14.9642
27.6105,14.9642
27.6205,14.9642
27.6305,14.9642
27.6405,14.9642
27.6505,14.9642
27.6605,14.9642
27.6705,14.9642
27.6805,14.9642
27.6905,14.965
27.7005,14.965
27.7105,14.965
27.7205,14.965
27.7305,14.965
27.7405,14.965
27.7505,14.965
27.7605,14.965
27.7705,14.965
27.7805,14.965
27.7905,14.965
27.8005,14.9659
27.8105,14.9659
27.8205,14.9659
27.8305,14.9659
27.8405,14.9659
27.8505,14.9659
27.8605,14.9659
27.8705,14.9659
27.8805,14.9659
27.8905,14.9659
27.9005,14.9667
27.9105,14.9667
27.9205,14.9667
27.9305,14.9667
27.9405,14.9667
27.9505,14.9667
27.9605,14.9667
27.9705,14.9667
27.9805,14.9667
27.9905,14.9676
28.0005,14.9676
28.0105,14.9676
28.0205,14.9676
28.0305,14.9676
28.0405,14.9676
28.0505,14.9676
28.0605,14.9676
28.0705,14.9676
28.0805,14.9676
28.0905,14.9685
28.1005,14.9685
28.1105,14.9685
28.1205,14.9685
28.1305,14.9685
28.1405,14.9685
28.1505,14.9685
28.1605,14.9685
28.1705,14.9685
28.1805,14.9685
28.1905,14.9695
28.2006,14.9695
28.2106,14.9695
28.2206,14.9695
28.2306,14.9695
28.2406,14.9695
28.2506,14.9695
28.2606,14.9695
28.2706,14.9695
28.2806,14.9695
28.2906,14.9704
28.3006,14.9704
28.3106,14.9704
28.3206,14.9704
28.3306,14.9704
28.3406,14.9704
28.3506,14.9704
28.3606,14.9704
28.3706,14.9704
28.3806,14.9704
28.3906,14.9714
28.4006,14.9714
28.4106,14.9714
28.4206,14.9714
28.4306,14.9714
28.4406,14.9714
28.4506,14.9714
28.4606,14.9714
28.4706,14.9714
28.4806,14.9714
28.4906,14.9724
28.5006,14.9724
28.5106,14.9724
28.5206,14.9724
28.5306,14.9724
28.5406,14.9724
28.5506,14.9724
28.5606,14.9724
28.5706,14.9724
28.5806,14.9724
28.5906,14.9734
28.6006,14.9734
28.6106,14.9734
28.6206,14.9734
28.6306,14.9734
28.6406,14.9734
28.6506,14.9734
28.6606,14.9734
28.6706,14.9734
28.6806,14.9734
28.6906,14.9744
28.7006,14.9744
28.7106,14.9744
28.7206,14.9744
28.7306,14.9744
